genes	logFC.A	FDR.A	logFC.AL	FDR.AL	groups	coarse_groups
CNAG_07326	-0.239019444927479	0.128941673333597	-0.172856133260901	0.32093424575567	Not significant	Not significant
CNAG_00656	-0.285523094806282	0.129241818424196	-0.455817512746782	0.0450936679166119	AMB-LF down only	AMB-LF only
CNAG_02692	-0.276634562870417	0.129472670200287	0.268539451229236	0.186884577945932	Not significant	Not significant
CNAG_05006	-0.253973534111189	0.129472670200287	-0.222871541123355	0.230948712756515	Not significant	Not significant
CNAG_06670	0.199721833735058	0.129575162871554	0.42699314347479	0.0128199738415699	AMB-LF up only	AMB-LF only
CNAG_00624	-0.238971495420353	0.129578190210778	-0.255203770636368	0.152453407791651	Not significant	Not significant
CNAG_06907	0.579281299848409	0.129585604250792	-0.997300784146323	0.0403778593215473	AMB-LF down only	AMB-LF only
CNAG_07546	-0.29587477241218	0.129585604250792	-0.23172276801336	0.283306795481808	Not significant	Not significant
CNAG_05966	0.491240892825	0.129865353407711	0.414038879291132	0.229455448328202	Not significant	Not significant
CNAG_02428	-0.163333036023251	0.130251159555249	-0.150733547600052	0.210802943108238	Not significant	Not significant
CNAG_03922	0.406148739382568	0.130304274572309	0.0822617531639887	0.788808525748366	Not significant	Not significant
CNAG_02074	-0.209159848417157	0.13062619666704	-0.157206801046352	0.304431305372598	Not significant	Not significant
CNAG_04221	0.222286031066763	0.130990327253883	0.392382642054232	0.028959694149649	AMB-LF up only	AMB-LF only
CNAG_01979	-0.24259883036616	0.131145115889475	-0.190332586512178	0.284864616865986	Not significant	Not significant
CNAG_02912	0.189721615821061	0.131217357660634	0.196051925829779	0.163320055324378	Not significant	Not significant
CNAG_01845	-0.158291195010202	0.131217357660634	-0.197905784711676	0.101249513428142	Not significant	Not significant
CNAG_02178	-0.211252954798024	0.131754150076354	-0.28839191310585	0.0782170257144265	Not significant	Not significant
CNAG_04254	-0.255290002495806	0.132057137408318	-0.225558200040853	0.229865155228862	Not significant	Not significant
CNAG_01582	0.367358563627874	0.132185663997867	0.128088555467193	0.640582865452044	Not significant	Not significant
CNAG_04666	-0.21224854384395	0.132252237915329	-0.134388989784268	0.38938193830879	Not significant	Not significant
CNAG_06870	0.278311956948889	0.13238460625968	0.162952576225273	0.42337797724346	Not significant	Not significant
CNAG_07987	-0.237169663494776	0.132582089665958	-0.146461230960476	0.399939271047838	Not significant	Not significant
CNAG_01019	0.200913383683173	0.132840327823705	0.163805817257691	0.266394762785818	Not significant	Not significant
CNAG_05900	-0.223605593944428	0.132840327823705	-0.327789960386318	0.0625153607464349	Not significant	Not significant
CNAG_01930	-0.338549075966877	0.132840327823705	-0.569766744181298	0.0379469733806665	AMB-LF down only	AMB-LF only
CNAG_03033	-0.292663558923173	0.132941752730947	-0.570179073057005	0.0216245319208618	AMB-LF down only	AMB-LF only
CNAG_03399	-0.15575973378184	0.133233279629182	-0.162534733341545	0.164547556640876	Not significant	Not significant
CNAG_02713	-0.226797587313781	0.133513047626063	-0.311696666660735	0.0778685391439074	Not significant	Not significant
CNAG_07797	0.189453673623739	0.133513047626063	-0.225939987725159	0.115096963026807	Not significant	Not significant
CNAG_04021	-0.300869806274577	0.133741365671081	-0.480685593377719	0.0470970944684717	AMB-LF down only	AMB-LF only
CNAG_03531	0.315903579438931	0.134090830586396	0.197013484879859	0.395147260137651	Not significant	Not significant
CNAG_02040	-0.374043065693391	0.134310210217297	-0.298429986461655	0.282929011486349	Not significant	Not significant
CNAG_05596	-0.212086169711345	0.13476333571259	-0.230423128352422	0.151557081876862	Not significant	Not significant
CNAG_03262	-0.195681288834067	0.13476333571259	-0.188102673709017	0.200215307351429	Not significant	Not significant
CNAG_05453	-0.393690794609437	0.13476333571259	-0.751628247012632	0.0218650249885009	AMB-LF down only	AMB-LF only
CNAG_01073	0.18278286731217	0.134893752425798	0.231227868197329	0.0977699020583216	Not significant	Not significant
CNAG_08007	-0.509564510213905	0.134991061664228	-0.808518490113922	0.050451835532728	Not significant	Not significant
CNAG_07041	-1.01435905077278	0.135001354420093	-1.27689376906208	0.0919667536159761	Not significant	Not significant
CNAG_03376	0.221921419772951	0.135594909971982	0.393179125254026	0.0301150288771942	AMB-LF up only	AMB-LF only
CNAG_06134	-0.243180772058198	0.135797090859735	0.283580651568087	0.123766124526065	Not significant	Not significant
CNAG_01861	-0.248181535760856	0.135895918860302	-0.333079910679432	0.0854757901782227	Not significant	Not significant
CNAG_06710	-0.158639378867434	0.136004686933071	-0.147791584793413	0.213613472458614	Not significant	Not significant
CNAG_05712	-0.188147187238686	0.136242287976444	-0.10899439449572	0.436751168427454	Not significant	Not significant
CNAG_04295	-0.288579695110076	0.136497603376487	-0.517438139029644	0.0310062746848944	AMB-LF down only	AMB-LF only
CNAG_03595	0.381081493941442	0.13675067782527	0.240460742187427	0.393219956641373	Not significant	Not significant
CNAG_00533	-0.172724077836155	0.13682808332122	-0.0820297183832708	0.52612517339556	Not significant	Not significant
CNAG_03395	0.227265449307648	0.1374586915849	0.48598155162649	0.0138512067484588	AMB-LF up only	AMB-LF only
CNAG_06387	0.160486006216837	0.137485125054796	0.175362631695914	0.148419161056561	Not significant	Not significant
CNAG_05122	0.173437269592544	0.138201449968646	0.0408603478499759	0.759258266912725	Not significant	Not significant
CNAG_05342	0.181317993108525	0.138483591509715	0.211990776768473	0.126169900344315	Not significant	Not significant
CNAG_04590	0.467501221181048	0.138595078929937	0.778666070128412	0.0396633308069097	AMB-LF up only	AMB-LF only
CNAG_05327	-0.172540194930724	0.138595078929937	-0.272628799787705	0.0501725032909448	Not significant	Not significant
CNAG_01882	-0.26958057631581	0.138803427954059	0.0504619698496688	0.808308416857296	Not significant	Not significant
CNAG_02725	-0.20718913707895	0.138803427954059	-0.27284753911498	0.0925293532686833	Not significant	Not significant
CNAG_01346	-0.223314700905934	0.138965839849212	-0.245572854209264	0.150371467744495	Not significant	Not significant
CNAG_04932	-0.261224121896891	0.138966691918093	-0.424670236375496	0.0451566261000622	AMB-LF down only	AMB-LF only
CNAG_07492	-0.461580448540398	0.139204118080438	0.455584727514777	0.208315111769863	Not significant	Not significant
CNAG_03402	0.155925468021941	0.139290680414838	0.143589315997067	0.219963139868206	Not significant	Not significant
CNAG_01442	-0.164765535706957	0.139292812459016	-0.25844645925341	0.0514225850540867	Not significant	Not significant
CNAG_06241	-0.520904865854921	0.13970643449474	-0.710818234401522	0.0866472856525814	Not significant	Not significant
CNAG_02910	-0.357275197848825	0.139708485171434	-0.480500554988214	0.0880480599271314	Not significant	Not significant
CNAG_02386	0.384665962595879	0.139954685917923	0.290577201022486	0.306125101640158	Not significant	Not significant
CNAG_05989	-0.237785797507863	0.139954685917923	-0.29234147487526	0.113160902151776	Not significant	Not significant
CNAG_02257	-0.242027654005355	0.140066426562031	-0.290848980897763	0.121517415338377	Not significant	Not significant
CNAG_02022	-0.253565904918802	0.14034320842259	-0.189477972108034	0.32093424575567	Not significant	Not significant
CNAG_07465	-0.332505377431305	0.140511039974416	-0.46416424281486	0.0773786243359447	Not significant	Not significant
CNAG_02453	-0.173869520628728	0.141095102556235	-0.12879999676743	0.325474636434552	Not significant	Not significant
CNAG_05295	-0.225323971559634	0.141206876254497	-0.272052768877197	0.119093256970018	Not significant	Not significant
CNAG_07625	-0.165616674392286	0.141320198804869	-0.176643474431164	0.164547556640876	Not significant	Not significant
CNAG_06251	0.43412628579815	0.141408975132759	0.195761141084346	0.538299198968389	Not significant	Not significant
CNAG_05838	-0.164720741508926	0.141408975132759	-0.25815276781178	0.0527259739222039	Not significant	Not significant
CNAG_05137	-0.226738523722458	0.141436241808279	-0.194877845108319	0.256294213006939	Not significant	Not significant
CNAG_04755	0.15202129828251	0.141436241808279	0.0690424129312865	0.548353183103552	Not significant	Not significant
CNAG_06860	-0.256206461506791	0.141447120021676	-0.459625768150771	0.0327377061139148	AMB-LF down only	AMB-LF only
CNAG_05471	0.179990852151813	0.141576306270608	0.136459888194748	0.311361285786955	Not significant	Not significant
CNAG_02103	0.191818441697958	0.141632811849743	-0.0679330493413172	0.642077990439993	Not significant	Not significant
CNAG_03097	-0.197021916360955	0.14167116835728	-0.183580541003014	0.219808123599333	Not significant	Not significant
CNAG_03850	-0.192181124407838	0.14167116835728	-0.0151106358507198	0.923236426547085	Not significant	Not significant
CNAG_04074	-0.19151309993691	0.141763951439655	-0.240063138403371	0.109321414846516	Not significant	Not significant
CNAG_03437	0.167439714257294	0.141868312219471	0.256691586391194	0.0556423010717213	Not significant	Not significant
CNAG_03908	-0.220960464741604	0.142018749526377	-0.0964929869357879	0.565288089290955	Not significant	Not significant
CNAG_00438	0.21854209578517	0.142131316134183	-0.000423924689356284	0.998843323451402	Not significant	Not significant
CNAG_06966	0.647076168575134	0.142193815044578	0.635776591998946	0.191522546164002	Not significant	Not significant
CNAG_07431	-0.183926311343852	0.142233114587253	-0.311379149555672	0.0405903381853839	AMB-LF down only	AMB-LF only
CNAG_01848	0.174503916788755	0.14293254442452	0.237124312493895	0.0845118142208592	Not significant	Not significant
CNAG_03475	0.23767872482578	0.142953209428994	0.0405919122343927	0.826906623171543	Not significant	Not significant
CNAG_07556	-0.322687521075649	0.142987769318923	-0.260771539816881	0.288519983226907	Not significant	Not significant
CNAG_06185	-0.19698634400638	0.142991237995833	0.0935357068064849	0.531040586939563	Not significant	Not significant
CNAG_06015	0.422650853767368	0.143141945543637	0.0268173853671569	0.936458918517642	Not significant	Not significant
CNAG_04600	-0.263949523299484	0.143566442747816	-0.530664443328756	0.0211536832084815	AMB-LF down only	AMB-LF only
CNAG_00861	-0.55275118312614	0.143693541540036	-0.315069356669212	0.454328606759019	Not significant	Not significant
CNAG_06871	0.231298487754113	0.143853059880201	0.151690508947323	0.38516129472184	Not significant	Not significant
CNAG_07876	0.641130545112196	0.143871111077677	0.885895544469467	0.0687135767363379	Not significant	Not significant
CNAG_00768	0.181968095465947	0.143871111077677	0.362720234439622	0.0205025481463231	AMB-LF up only	AMB-LF only
CNAG_00835	0.222537935179119	0.144246755878563	0.358123893071811	0.046808202796122	AMB-LF up only	AMB-LF only
CNAG_04004	-0.262461390531765	0.144246755878563	-0.451557341781066	0.0398641394962733	AMB-LF down only	AMB-LF only
CNAG_00519	-0.298968974870086	0.144552616805789	-0.69864490547536	0.0114463213592316	AMB-LF down only	AMB-LF only
CNAG_03096	-0.279925211521737	0.144889648410825	-0.456815215452482	0.0481776823282479	AMB-LF down only	AMB-LF only
CNAG_00329	-0.154452549979266	0.144901677009563	-0.0518063756598795	0.663673316320028	Not significant	Not significant
CNAG_06373	0.231930976026573	0.144901677009563	0.502379065027849	0.0144959277601698	AMB-LF up only	AMB-LF only
CNAG_02596	0.515025916269295	0.144924422147892	0.77702149003925	0.0656366405798736	Not significant	Not significant
CNAG_00825	0.160853295913275	0.144999521200201	-0.0706036947008156	0.566931575660527	Not significant	Not significant
CNAG_04210	-0.665121087517071	0.144999521200201	-0.0670844917487119	0.901195502945628	Not significant	Not significant
CNAG_02011	0.299126126735627	0.145040128888073	-0.0530583370663579	0.819656942136156	Not significant	Not significant
CNAG_00917	0.20182867367992	0.145040128888073	0.51525664462356	0.00676610128339509	AMB-LF up only	AMB-LF only
CNAG_05408	-0.250531585285757	0.145974286786483	-0.155631995261716	0.417236346244802	Not significant	Not significant
CNAG_07389	-0.241769457816047	0.14624149155218	-0.216219759017532	0.244259539606015	Not significant	Not significant
CNAG_03118	-0.19227825559313	0.146452232202872	-0.36833964712637	0.0259200677346443	AMB-LF down only	AMB-LF only
CNAG_01993	-0.589207247303103	0.146459551131909	-0.824358473940489	0.084531121301205	Not significant	Not significant
CNAG_01749	-0.277529597074346	0.146768755806148	-0.652725388335783	0.01094006092431	AMB-LF down only	AMB-LF only
CNAG_03144	-0.292342126249178	0.147349241276511	-0.345962137745898	0.133194126618204	Not significant	Not significant
CNAG_01796	-0.196224815838606	0.14739908795216	0.210404488543955	0.167191129951589	Not significant	Not significant
CNAG_06678	-0.201189174054009	0.147497595776379	-0.15750266230136	0.307558058405638	Not significant	Not significant
CNAG_01672	-0.403382010687728	0.147554454709322	-0.478154547457697	0.132038844636604	Not significant	Not significant
CNAG_06751	-0.198574786484027	0.147554454709322	-0.222203593892695	0.153340078342478	Not significant	Not significant
CNAG_05172	0.197536156244712	0.147579144119064	0.278656898992549	0.0783199559207953	Not significant	Not significant
CNAG_04848	0.156378525829108	0.14771637005973	0.350326899874894	0.0130557862931775	AMB-LF up only	AMB-LF only
CNAG_04602	-0.294312136204142	0.147949676105672	-0.254244236056425	0.263975908682078	Not significant	Not significant
CNAG_02303	-0.178178047585823	0.148102849155609	-0.239180963581159	0.0942669938323101	Not significant	Not significant
CNAG_05129	0.527586582153228	0.148611856776852	0.1834253453562	0.653661269062644	Not significant	Not significant
CNAG_05990	0.278991588319153	0.148611856776852	0.380577799208409	0.0860710011057057	Not significant	Not significant
CNAG_02102	0.761312284375833	0.148682775740301	0.913018365684826	0.122621354837407	Not significant	Not significant
CNAG_06657	0.225408692520069	0.148903634214685	0.225928458215885	0.195084368476413	Not significant	Not significant
CNAG_00232	-0.305201828542833	0.148936356182456	-0.485303697667319	0.0556708063010231	Not significant	Not significant
CNAG_05996	-0.259249206440194	0.149312087675892	-0.2636503096599	0.193200481667285	Not significant	Not significant
CNAG_04156	-0.134716769059468	0.149366651095731	-0.178101660257643	0.0992793893233292	Not significant	Not significant
CNAG_05231	-0.174410626878554	0.149366651095731	-0.300415054068576	0.041251055102641	AMB-LF down only	AMB-LF only
CNAG_04797	-0.187580446141948	0.149366651095731	-0.110208055337899	0.446144904112562	Not significant	Not significant
CNAG_01230	-0.254472365004866	0.149508861589515	-0.449992465021353	0.0379079680125498	AMB-LF down only	AMB-LF only
