genes	logFC.A	FDR.A	logFC.AL	FDR.AL	groups	coarse_groups
CNAG_03468	0.304356825827275	0.267721870384635	0.233364236662716	0.451180320189117	Not significant	Not significant
CNAG_04871	-0.149505984339852	0.267940395709608	-0.211291642924176	0.171509890937914	Not significant	Not significant
CNAG_06726	0.213992090501884	0.267940395709608	0.379533064823307	0.0929744342352441	Not significant	Not significant
CNAG_07731	0.215722109206507	0.268211256394072	0.219761452544635	0.310984157552805	Not significant	Not significant
CNAG_06455	-0.183653429962222	0.268214105350287	-0.232538435821021	0.218459119474366	Not significant	Not significant
CNAG_05530	-0.156633510370221	0.268308698056392	-0.199743617089281	0.215681904326461	Not significant	Not significant
CNAG_06900	0.13147030617794	0.268788563917305	0.178775213198041	0.186183583232348	Not significant	Not significant
CNAG_03743	0.176480590057518	0.26971699872009	0.311970586549517	0.093583552572162	Not significant	Not significant
CNAG_00758	-0.183064419169124	0.269782914520922	-0.2331172832843	0.218229143535124	Not significant	Not significant
CNAG_06761	-0.328568839055725	0.26987466934391	-0.435256332748265	0.199752452479291	Not significant	Not significant
CNAG_04509	0.350089424852377	0.26987466934391	0.757770740483073	0.0480645559256449	AMB-LF up only	AMB-LF only
CNAG_04084	0.197186235775077	0.27009596731996	-0.204893755087379	0.306520995584255	Not significant	Not significant
CNAG_01164	0.151703942438673	0.27009596731996	0.0343861820213505	0.830918812323543	Not significant	Not significant
CNAG_03680	0.15290674179636	0.270570069083161	0.114742044327617	0.461699838794269	Not significant	Not significant
CNAG_06818	0.152113849228581	0.270847682797735	-0.0622580757640802	0.695324009488866	Not significant	Not significant
CNAG_00668	0.201282951481401	0.270847682797735	0.317199444269131	0.130678034896033	Not significant	Not significant
CNAG_05076	-0.125878469398211	0.271159462969588	-0.275029459679983	0.0489916529573676	AMB-LF down only	AMB-LF only
CNAG_00454	0.954064385452696	0.271449655312222	1.65444676364612	0.117922768834987	Not significant	Not significant
CNAG_00843	0.219499784997098	0.271999774202543	0.319887148009509	0.16065875878631	Not significant	Not significant
CNAG_06934	-0.150682328776972	0.272199896557717	-0.283230971967411	0.0831072041536537	Not significant	Not significant
CNAG_05964	0.298785372637796	0.272445557250972	0.16452111613411	0.591881607496946	Not significant	Not significant
CNAG_05762	-0.19637218581591	0.272859218921332	-0.299729162499183	0.148994930083894	Not significant	Not significant
CNAG_08013	-0.128561986693559	0.273106197796699	-0.219180763159205	0.109215358244059	Not significant	Not significant
CNAG_07330	-0.268512985523446	0.273951628996791	-0.777439076142284	0.0170130972356384	AMB-LF down only	AMB-LF only
CNAG_00353	-0.187789864691481	0.273951628996791	-0.422397521014227	0.0455707706170785	AMB-LF down only	AMB-LF only
CNAG_03021	0.280284658091586	0.273951628996791	0.613436070118822	0.0444080127034983	AMB-LF up only	AMB-LF only
CNAG_01866	-0.248117418732022	0.273951628996791	-0.176718418667154	0.491251776935986	Not significant	Not significant
CNAG_07773	0.181925121928053	0.274808659230265	0.534623175958597	0.0145356692451387	AMB-LF up only	AMB-LF only
CNAG_03108	-0.212792232248057	0.275361772498358	-0.33519745629227	0.13732916742098	Not significant	Not significant
CNAG_04618	0.20955288575503	0.275528340218593	-0.0822620243431092	0.70977333420624	Not significant	Not significant
CNAG_01875	0.0968869599693101	0.275569957694598	0.189890487388077	0.0719131632136953	Not significant	Not significant
CNAG_06706	-0.305504298297852	0.275685987058412	-0.708886436186996	0.0371964741981004	AMB-LF down only	AMB-LF only
CNAG_03939	0.163628578278401	0.276014767910018	0.15372659605094	0.361783539407038	Not significant	Not significant
CNAG_05011	0.124306242693048	0.276130442393247	0.214653549424545	0.106069036203364	Not significant	Not significant
CNAG_04413	-0.413783477174661	0.276312886440552	-0.234029478046759	0.604797512565812	Not significant	Not significant
CNAG_04834	-0.293924840038449	0.276332935560341	-0.470378347064206	0.132552033278722	Not significant	Not significant
CNAG_05620	-0.179803056432842	0.276790959307564	0.0801845132706346	0.671505445657575	Not significant	Not significant
CNAG_06348	-0.257554672765478	0.27684572821882	-0.35553007970002	0.189937530246765	Not significant	Not significant
CNAG_03576	-0.423497500785659	0.277032688872384	0.266311421407137	0.540048777034023	Not significant	Not significant
CNAG_03796	0.105860096416449	0.277032688872384	0.267836956575032	0.0283336109432648	AMB-LF up only	AMB-LF only
CNAG_01803	-0.908120992688032	0.277032688872384	0.734833991573055	0.440463798018571	Not significant	Not significant
CNAG_03229	0.442934782067249	0.277032688872384	0.362477706789623	0.42728676139047	Not significant	Not significant
CNAG_05564	-0.149824320364189	0.277902699902594	-0.108497809707311	0.489414173083985	Not significant	Not significant
CNAG_06393	-0.155382702287798	0.277902699902594	-0.0825922245299458	0.614276417929746	Not significant	Not significant
CNAG_04159	0.13202324897012	0.277925314663103	0.233217277636128	0.100870511716446	Not significant	Not significant
CNAG_01272	0.28753324807693	0.277925314663103	0.02361589033923	0.942135933589854	Not significant	Not significant
CNAG_03619	-0.220813822480162	0.277925314663103	-0.144028688999919	0.534050320243918	Not significant	Not significant
CNAG_02476	0.165798823157171	0.278029075099259	0.256220421206588	0.141871333717301	Not significant	Not significant
CNAG_02679	0.338282051947159	0.278120916405278	0.570010955257214	0.114428282875343	Not significant	Not significant
CNAG_00599	-0.135051315306093	0.279856397745934	-0.370640712281057	0.0220655095308246	AMB-LF down only	AMB-LF only
CNAG_03466	-0.146460888291637	0.280206909940459	-0.20056215058878	0.197514456202864	Not significant	Not significant
CNAG_05698	-0.145098410098036	0.280527238692574	0.0165281948827762	0.919442924065899	Not significant	Not significant
CNAG_05461	0.223990208873293	0.28068671553127	0.598633619910465	0.0252335835010044	AMB-LF up only	AMB-LF only
CNAG_02093	-0.144108667567081	0.281407525960386	0.117993946853754	0.434068855485371	Not significant	Not significant
CNAG_05611	-0.189492472237822	0.281407525960386	-0.286932904311479	0.158375167629566	Not significant	Not significant
CNAG_00974	0.257119874563035	0.281407525960386	0.345011612600867	0.203732003020656	Not significant	Not significant
CNAG_04723	0.105030469900935	0.281407525960386	0.223109257735063	0.0559707808721949	Not significant	Not significant
CNAG_06539	0.245318612541466	0.28218452403708	-0.436490095688858	0.100565472595173	Not significant	Not significant
CNAG_02867	-0.227607119486139	0.282882884944076	-0.723923659697082	0.0123678131076671	AMB-LF down only	AMB-LF only
CNAG_03942	-0.1208401005775	0.28288961270507	-0.113738041444488	0.372482488155356	Not significant	Not significant
CNAG_04285	-0.132717993296741	0.283012341482968	-0.00220802188934692	0.989676977351035	Not significant	Not significant
CNAG_02116	0.137433867479121	0.283012341482968	0.292648705264228	0.0562449590660745	Not significant	Not significant
CNAG_05444	-0.13077613622751	0.283524592273441	-0.318448444153824	0.0361312309648046	AMB-LF down only	AMB-LF only
CNAG_02326	0.0932526916241241	0.283524592273441	0.0542894885561315	0.582938199702272	Not significant	Not significant
CNAG_03070	0.171595892845557	0.283524592273441	0.29894939988246	0.107699251641576	Not significant	Not significant
CNAG_06548	-0.252519231344648	0.283612603512479	-0.401983513333381	0.142627277920154	Not significant	Not significant
CNAG_07506	-0.11467768938921	0.283612603512479	-0.0933466967789884	0.441253044422894	Not significant	Not significant
CNAG_05934	-0.197936474478752	0.284166406304705	-0.261324117998936	0.215419808943506	Not significant	Not significant
CNAG_08027	0.139938581084581	0.284266782844975	0.160605659690751	0.275822207398124	Not significant	Not significant
CNAG_04829	-0.191580327908957	0.28540724093643	-0.213214598656162	0.290803477234496	Not significant	Not significant
CNAG_06166	0.0977258625000828	0.285581735495776	0.0917040643981197	0.374299802948997	Not significant	Not significant
CNAG_03052	-0.100687717193895	0.286051368429485	-0.0925353776482849	0.386534645488212	Not significant	Not significant
CNAG_06655	-0.177003686184979	0.286284161493731	-0.241990240540389	0.204611766270683	Not significant	Not significant
CNAG_03931	-0.134941556923656	0.286437575590404	-0.276235943106524	0.069506051309685	Not significant	Not significant
CNAG_02281	0.261464248254488	0.286618580915204	0.0113122293624164	0.97133258663311	Not significant	Not significant
CNAG_07352	0.111709261396538	0.286624687688295	0.164641709471329	0.169244661147139	Not significant	Not significant
CNAG_01289	-0.193403214169974	0.286727730944658	-0.43047712241339	0.051202208723217	Not significant	Not significant
CNAG_07882	-0.489575257111338	0.286730309957594	-0.420506334706787	0.458524216624586	Not significant	Not significant
CNAG_05134	0.173437478728046	0.28673979740503	0.336738881614772	0.0798063384651014	Not significant	Not significant
CNAG_03185	0.126949603578377	0.286894065335692	0.0659088876894911	0.627174298160261	Not significant	Not significant
CNAG_05344	-0.106505212596016	0.287074718171326	-0.0719371411142141	0.527645121533692	Not significant	Not significant
CNAG_01463	-0.175890866552466	0.287140388579426	0.134726619092409	0.468552359599551	Not significant	Not significant
CNAG_01501	0.201044369851923	0.287140388579426	0.214242512594013	0.310764956586504	Not significant	Not significant
CNAG_00837	-0.224945821836766	0.287275323740053	-0.446156891725307	0.0780553125493928	Not significant	Not significant
CNAG_05772	-0.167422721069645	0.287710888263114	-0.0444735674328016	0.809459428395996	Not significant	Not significant
CNAG_03569	0.391418842655221	0.288176124903211	0.0997045030417741	0.819720044958966	Not significant	Not significant
CNAG_00508	0.141192927616656	0.289175639908959	0.243077263508344	0.115635796591152	Not significant	Not significant
CNAG_05741	0.111070396763091	0.290366077925849	0.109464348361837	0.355496161699451	Not significant	Not significant
CNAG_04516	-0.175921303405396	0.290438420389636	-0.406144154499837	0.0467230733339852	AMB-LF down only	AMB-LF only
CNAG_07456	-0.363766602952198	0.290470614940599	-0.979888934967769	0.0258203006870709	AMB-LF down only	AMB-LF only
CNAG_03121	0.10234960889257	0.291630201412662	0.117537279042985	0.283631639651064	Not significant	Not significant
CNAG_04517	-0.20627697505722	0.29165748820323	-0.622279649095404	0.0170005256933207	AMB-LF down only	AMB-LF only
CNAG_05684	0.135284420674545	0.291703198121908	0.179114736975998	0.218676627482562	Not significant	Not significant
CNAG_01258	-0.138856152026926	0.292067819707277	-0.205300153552824	0.175881971051269	Not significant	Not significant
CNAG_07011	0.151068871396366	0.29273094233783	0.251683576907918	0.128543365325395	Not significant	Not significant
CNAG_03449	0.196746946264931	0.292883341160592	0.349233955254212	0.106198488878838	Not significant	Not significant
CNAG_03244	-0.115290088983458	0.293133384302309	-0.115436836910274	0.353157421682887	Not significant	Not significant
CNAG_07509	0.119318848965446	0.293156306798748	0.0814369132255992	0.527371481542834	Not significant	Not significant
CNAG_03550	-0.25104461936889	0.293363566368952	-0.0294832805268377	0.91927137817223	Not significant	Not significant
CNAG_05553	-0.143786970726555	0.293841534261547	0.0556578144716545	0.725449122745397	Not significant	Not significant
CNAG_04006	0.332403790331037	0.293859871347028	0.276385784492364	0.413559725144989	Not significant	Not significant
CNAG_01533	-0.13962927701469	0.293859871347028	-0.0930548086502943	0.539993388697358	Not significant	Not significant
CNAG_00832	0.157031133119032	0.293859871347028	0.0727871203047765	0.670042846564633	Not significant	Not significant
CNAG_05704	-0.197031853729023	0.2944392858662	-0.157248160849752	0.46011363366265	Not significant	Not significant
CNAG_00270	0.140477693874254	0.2944392858662	0.146940564901767	0.330189536474565	Not significant	Not significant
CNAG_02955	-0.176010784402443	0.294751202248622	-0.103679208009781	0.588159372129733	Not significant	Not significant
CNAG_07542	0.219371559938717	0.294907687233413	-0.168997790268557	0.474137789853276	Not significant	Not significant
CNAG_06219	0.0932021687951179	0.294907687233413	0.037653587840052	0.71491441249104	Not significant	Not significant
CNAG_07534	-0.113179630185184	0.296167113629051	-0.228142417563508	0.0782653784742977	Not significant	Not significant
CNAG_04538	0.126273504674334	0.296167113629051	0.174667133583928	0.20374675686916	Not significant	Not significant
CNAG_02761	-0.18443101460539	0.296229234986844	0.0382568687119332	0.854611781242877	Not significant	Not significant
CNAG_03591	0.0994180770175579	0.296229234986844	0.108843799916251	0.310773506090472	Not significant	Not significant
CNAG_04711	0.589140145297955	0.296559665440749	-0.502867015272241	0.425490846558735	Not significant	Not significant
CNAG_02579	0.128934382437097	0.296682392410939	0.210858808427294	0.137696042985896	Not significant	Not significant
CNAG_07424	-0.153167295842486	0.29672326576791	-0.250336584532663	0.14200875893269	Not significant	Not significant
CNAG_02748	0.102526617406247	0.296890950932552	0.0577036512122168	0.606951562610444	Not significant	Not significant
CNAG_06968	0.109867580908118	0.296914468980784	0.0903360443147783	0.448118977962417	Not significant	Not significant
CNAG_06023	-0.164882371963078	0.297073227074498	-0.135218945100339	0.448118977962417	Not significant	Not significant
CNAG_00018	-0.127916565959691	0.297605981119454	0.0367551000508469	0.798287271496522	Not significant	Not significant
CNAG_03272	0.198393661352811	0.29789659424778	-0.0731524599796862	0.739151531689736	Not significant	Not significant
CNAG_07793	-0.236924284514187	0.29789659424778	0.0392720038149404	0.883073983786008	Not significant	Not significant
CNAG_04281	-0.131129992192649	0.297950513155224	-0.123874271737687	0.385944892959204	Not significant	Not significant
CNAG_04340	-0.129757079944827	0.298135141008354	-0.0685516960370447	0.63184539757803	Not significant	Not significant
CNAG_02959	-0.175932221468347	0.298272935451722	-0.408909792660654	0.0492170981978244	AMB-LF down only	AMB-LF only
CNAG_02977	-0.143372206985893	0.299018706202384	-0.253420397194177	0.117087829134698	Not significant	Not significant
CNAG_00371	0.18498800574949	0.299068722539503	-0.0867205896551234	0.671282083983157	Not significant	Not significant
CNAG_03359	0.1124147945496	0.29926305469361	0.102063976522036	0.40447921498549	Not significant	Not significant
CNAG_03996	-0.279107474325096	0.29926305469361	-0.332836419463953	0.279181025468163	Not significant	Not significant
CNAG_05188	0.257435631264765	0.299822536339214	-0.178333959210204	0.527665533908493	Not significant	Not significant
CNAG_05578	-0.130404708319806	0.299841256392658	-0.20748854065361	0.154585581701525	Not significant	Not significant
CNAG_05403	-0.207107581605563	0.301140351334673	-0.160563273790102	0.478073941333731	Not significant	Not significant
CNAG_05139	0.125559813067625	0.301140351334673	0.231480672362396	0.102787485135863	Not significant	Not significant
CNAG_00164	-0.218884361312005	0.301148397972724	-0.352754234018349	0.152085752674842	Not significant	Not significant
CNAG_01471	-0.17032975290632	0.301148397972724	0.0436273448601421	0.81997730786854	Not significant	Not significant
CNAG_00783	0.112323763103187	0.301229266726708	0.107237376621917	0.38094751818128	Not significant	Not significant
CNAG_00365	-0.130065407567725	0.301242855598119	0.0497450657861891	0.734160381499333	Not significant	Not significant
CNAG_00773	0.123701460233176	0.301242855598119	0.156562189316456	0.248116784716881	Not significant	Not significant
CNAG_00907	0.170561953351919	0.301942532219701	-0.189145484835529	0.31208514561171	Not significant	Not significant
CNAG_07399	-0.258201189915803	0.3021257736758	-0.510545124114773	0.0837215945064976	Not significant	Not significant
CNAG_04487	-0.213814307389481	0.3021257736758	-0.21795624339739	0.350929383117546	Not significant	Not significant
CNAG_00737	0.168215362248885	0.302356809276	0.178724644218806	0.330189536474565	Not significant	Not significant
CNAG_06470	0.171782970511395	0.302356809276	-0.0193567735691469	0.92405175302817	Not significant	Not significant
CNAG_02703	-0.106459832032326	0.302517073018799	-0.313660273310784	0.0200602755974533	AMB-LF down only	AMB-LF only
CNAG_05498	0.11532745385168	0.302670738213146	-0.0210347911182545	0.875151268698347	Not significant	Not significant
CNAG_01548	-0.147322438396499	0.302826317409637	-0.220558309526008	0.181120765553363	Not significant	Not significant
CNAG_07323	-0.113824658469127	0.30336186088117	-0.0623215233694433	0.622960072751441	Not significant	Not significant
CNAG_07665	0.124062120452929	0.303600511595577	0.266112037158805	0.0648226493134273	Not significant	Not significant
CNAG_03327	-0.34271309271612	0.303600511595577	-0.58391153798526	0.121305782494749	Not significant	Not significant
CNAG_01065	0.191437922793745	0.303674407695666	0.232111267049643	0.270898672318642	Not significant	Not significant
CNAG_05733	-0.15726015601514	0.304115479996444	-0.0416638178479728	0.816035833549247	Not significant	Not significant
CNAG_05524	0.115655534717568	0.304270444460771	0.00909012631666834	0.947779952032913	Not significant	Not significant
CNAG_05302	-0.165341236708238	0.304489983279499	-0.44517345080923	0.0290119390377864	AMB-LF down only	AMB-LF only
CNAG_07836	-0.285647880712359	0.304660927964162	0.163748626465233	0.600592003271957	Not significant	Not significant
CNAG_05604	-0.165914583657595	0.305136949629082	-0.21342911391295	0.247613662209944	Not significant	Not significant
CNAG_00433	0.304543511545644	0.305711565605707	-0.0451890774583608	0.900077208998468	Not significant	Not significant
CNAG_01669	-0.128210122862967	0.305916250380383	0.0675801894689249	0.637216044582196	Not significant	Not significant
CNAG_01274	-0.125077494582459	0.306555052654947	-0.176948368543159	0.207713816605891	Not significant	Not significant
CNAG_05725	0.137748267452536	0.306746151170146	-0.113175451805056	0.459002753962237	Not significant	Not significant
CNAG_06546	0.281890240310899	0.306784170622472	-0.0281927120373326	0.935288550512345	Not significant	Not significant
CNAG_05288	-0.150003484700666	0.306877061192302	-0.276576809523939	0.109306952840091	Not significant	Not significant
CNAG_05124	-0.0998055374650033	0.307913254925951	-0.0852820191081511	0.443638481258175	Not significant	Not significant
CNAG_04488	-0.156655577697315	0.308627617334148	-0.024310063871283	0.89601928718604	Not significant	Not significant
CNAG_05910	-0.236125894706107	0.309617392515805	-0.323979842128568	0.218749297689697	Not significant	Not significant
CNAG_00744	-0.1273958983001	0.309847053444282	-0.233993276680092	0.112096985283362	Not significant	Not significant
CNAG_05798	-0.158577473147589	0.309847053444282	-0.142337540725342	0.423459837400779	Not significant	Not significant
CNAG_00175	0.20629835180894	0.309877520433677	0.491490275173259	0.0463231523210554	AMB-LF up only	AMB-LF only
CNAG_02296	-0.190602451621191	0.310198716592477	-0.279927530159219	0.195753689294787	Not significant	Not significant
CNAG_07999	-0.165909676981608	0.310613361695781	0.026271425813109	0.89376090336606	Not significant	Not significant
CNAG_02510	0.137630959869904	0.310854906219299	0.312244142660558	0.0558742211456853	Not significant	Not significant
CNAG_04908	0.156900343497421	0.3116164402511	0.0741115161661471	0.679056545438755	Not significant	Not significant
CNAG_06189	0.449796106154764	0.311719640927346	0.233634669499829	0.636101251786036	Not significant	Not significant
CNAG_06890	-0.217239097298952	0.312128533990867	-0.0663975791134567	0.794668051531994	Not significant	Not significant
CNAG_07670	-0.294379637243402	0.312147273894352	-0.14344198406461	0.671384961463237	Not significant	Not significant
CNAG_01096	-0.190064711395935	0.312483367726134	-0.191138459306958	0.36983949302529	Not significant	Not significant
CNAG_01106	0.123264034672992	0.312483367726134	0.178954428207435	0.198769858027559	Not significant	Not significant
CNAG_00403	-0.16411891240886	0.312810897947034	-0.0372633695744334	0.845572176688504	Not significant	Not significant
CNAG_00993	-0.166362830173101	0.313546111476539	-0.0690203382223773	0.718332010455128	Not significant	Not significant
CNAG_07955	-0.192087250589099	0.313942754816741	0.0182227186094262	0.937848858171078	Not significant	Not significant
CNAG_05568	-0.143509484668412	0.314436796601602	-0.109496921373668	0.500727093673168	Not significant	Not significant
CNAG_00968	-0.12354900742174	0.314969472837137	0.16034226749888	0.25073424921191	Not significant	Not significant
CNAG_00968	-0.12354900742174	0.314969472837137	0.16034226749888	0.25073424921191	Not significant	Not significant
CNAG_00968	-0.12354900742174	0.314969472837137	0.16034226749888	0.25073424921191	Not significant	Not significant
CNAG_00968	-0.12354900742174	0.314969472837137	0.16034226749888	0.25073424921191	Not significant	Not significant
CNAG_05386	0.147762446153074	0.315758520751228	0.214035329509642	0.201505870369508	Not significant	Not significant
CNAG_04203	-0.133809867724298	0.315758520751228	-0.156753650115945	0.301629487966783	Not significant	Not significant
CNAG_02516	0.156783316338748	0.31577912307062	-0.208087266397785	0.240274390373034	Not significant	Not significant
CNAG_02555	0.0979145766242002	0.316152592756687	0.0627978228964284	0.57179174551096	Not significant	Not significant
CNAG_03786	-0.112405341966298	0.316207214017103	-0.136192765390285	0.285345028111142	Not significant	Not significant
CNAG_04806	0.0925839418450802	0.31624837526503	0.191370133014139	0.0807084858052276	Not significant	Not significant
CNAG_03904	-0.131077413263314	0.31716702994021	-0.1214899657071	0.415146339842781	Not significant	Not significant
CNAG_02173	-0.125726372963251	0.317312545823257	-0.125849059958099	0.379041160496514	Not significant	Not significant
CNAG_03319	-0.129361072253977	0.317428719523894	-0.0431945874598866	0.775322596591236	Not significant	Not significant
CNAG_04705	0.19727332214445	0.318151573281305	-0.0200271275234451	0.935258569227573	Not significant	Not significant
CNAG_01614	-0.119502052079555	0.318584787692348	0.0292635493552128	0.835780331327719	Not significant	Not significant
CNAG_04234	-0.125059401891565	0.318959626205114	-0.150051859419576	0.292219730996338	Not significant	Not significant
CNAG_05069	0.13089435424047	0.319707171511101	0.199424703012233	0.184241252140203	Not significant	Not significant
CNAG_02906	-0.126810104057173	0.320227125875149	-0.0448192895359609	0.764374207974542	Not significant	Not significant
CNAG_02716	0.167357941475785	0.320904443072042	0.141051739940035	0.457474949930688	Not significant	Not significant
CNAG_07981	-0.645636959865008	0.322832880331791	-0.0540289974830463	0.942135933589854	Not significant	Not significant
CNAG_01560	0.312120312340843	0.322883308927025	0.130711138422694	0.71548764222108	Not significant	Not significant
CNAG_05296	0.102844430868284	0.323046773785531	0.271982355506699	0.0346667294366523	AMB-LF up only	AMB-LF only
CNAG_00384	-0.267677402702119	0.323296078416287	-0.666510493946836	0.0463231523210554	AMB-LF down only	AMB-LF only
CNAG_06631	-0.109664661290141	0.323906634595348	0.0378448825932933	0.77043505826541	Not significant	Not significant
CNAG_01165	-0.12492955369251	0.324247758330008	-0.0825246114481527	0.567911453777691	Not significant	Not significant
CNAG_04558	-0.19446063278314	0.324540882290034	-0.246110101351006	0.282773870080581	Not significant	Not significant
CNAG_05598	0.24025600065325	0.324898643280669	0.164305668908775	0.554603993621523	Not significant	Not significant
CNAG_01452	-0.173769144516116	0.3249300426325	0.093261844660101	0.640835357136901	Not significant	Not significant
CNAG_02371	-0.253952520621658	0.324965194231899	-0.463846296169823	0.121691169290265	Not significant	Not significant
CNAG_06428	0.128555918339193	0.32568251992153	0.201463770060313	0.180528743511321	Not significant	Not significant
CNAG_07353	-0.144374950782706	0.325807108003652	-0.103756232022807	0.536109206670212	Not significant	Not significant
CNAG_01988	0.0977096011834031	0.326149060177488	0.0391909070729383	0.735063083219102	Not significant	Not significant
CNAG_01431	-0.124423314760352	0.326387881443086	-0.29194474328304	0.0575757650688511	Not significant	Not significant
CNAG_06754	-0.107696450685908	0.326534172491143	-0.0750046358514271	0.549066432809482	Not significant	Not significant
CNAG_07641	0.258834045539122	0.326608041274487	0.0549028548219501	0.868716144287133	Not significant	Not significant
CNAG_04104	-0.20585632535502	0.327473293571886	-0.539325826253804	0.0393305723928203	AMB-LF down only	AMB-LF only
CNAG_00354	-0.127984344014503	0.327529237353997	-0.12142978705655	0.41441540059809	Not significant	Not significant
CNAG_00573	0.131497511795358	0.327785146087317	0.00967013427732673	0.954059122735919	Not significant	Not significant
CNAG_02659	0.179999924939713	0.328241240593614	-0.375213319933174	0.086112486582739	Not significant	Not significant
CNAG_03900	0.102320051204163	0.328662537563267	0.449531248215027	0.00396029065157928	AMB-LF up only	AMB-LF only
CNAG_03387	-0.186119926782869	0.329063007041586	-0.246207414984074	0.256900167494222	Not significant	Not significant
CNAG_05351	-0.158196723381979	0.329392260611328	-0.0653715085253594	0.729945702834532	Not significant	Not significant
CNAG_07934	0.169248977715125	0.329448629112512	0.202809325666381	0.296356561782329	Not significant	Not significant
CNAG_03847	0.232768060837236	0.329626003461218	0.329801904555227	0.222430344376632	Not significant	Not significant
CNAG_00849	0.368033497558499	0.330138866890224	0.278238136314881	0.518579830622989	Not significant	Not significant
CNAG_00784	-0.144970618872595	0.330138866890224	-0.313071761439228	0.079189466219049	Not significant	Not significant
CNAG_02505	0.170205286417062	0.33017884484269	0.306965295886866	0.129290219242712	Not significant	Not significant
CNAG_00689	0.179691862919109	0.33017884484269	0.104958384506164	0.618658187688646	Not significant	Not significant
CNAG_00024	-0.130192263413227	0.330440355560605	-0.23201073244987	0.136381527897614	Not significant	Not significant
CNAG_05522	-0.120996696169923	0.330648975349243	-0.124598682110686	0.378357265274994	Not significant	Not significant
CNAG_01944	-0.416119120374636	0.330648975349243	0.0348626238756295	0.948755046196581	Not significant	Not significant
CNAG_00010	-0.161069727637307	0.331112494063913	-0.159254698955909	0.397850386540351	Not significant	Not significant
CNAG_03990	0.284153891602983	0.331173373881211	0.288114987488165	0.384630584332338	Not significant	Not significant
CNAG_00458	-0.145022124378501	0.331173373881211	-0.243736594191717	0.158375167629566	Not significant	Not significant
CNAG_06460	0.0977633092464131	0.331230168018308	0.0989329553524879	0.384810011528357	Not significant	Not significant
CNAG_06003	0.373754343788624	0.331230168018308	-0.223910684863363	0.60380211381824	Not significant	Not significant
CNAG_00247	0.136890785185326	0.331253366000147	0.0889211118485846	0.580283733866036	Not significant	Not significant
CNAG_07470	0.200485878553878	0.331540942658206	0.10045673348422	0.671047972638478	Not significant	Not significant
CNAG_03151	-0.115236793235667	0.331747950195439	0.142308062272687	0.289093531820715	Not significant	Not significant
CNAG_05885	-0.306845081560699	0.331752917368877	-0.424442995768428	0.240615448545049	Not significant	Not significant
CNAG_01135	-0.172941473159697	0.332266217719997	-0.123775757338968	0.545366789465685	Not significant	Not significant
CNAG_06921	-0.162706890943403	0.333324490473676	-0.317157434542994	0.108621551165632	Not significant	Not significant
CNAG_03683	0.172369534422837	0.333324490473676	0.131532134602453	0.515314416539606	Not significant	Not significant
CNAG_00029	-0.235038668601435	0.333419060570436	-0.508898826371504	0.0762693318090485	Not significant	Not significant
CNAG_03949	-0.208654284901753	0.333419060570436	-0.532672128432985	0.0461227023129986	AMB-LF down only	AMB-LF only
CNAG_06381	0.24614721724378	0.33393424922398	0.370163729624282	0.201347808506692	Not significant	Not significant
CNAG_02859	0.152130789211634	0.33393424922398	0.218576336134777	0.223007761092117	Not significant	Not significant
CNAG_00824	-0.131318518472006	0.334461138045313	-0.0771931388314643	0.622212916805907	Not significant	Not significant
CNAG_00777	0.104641989471438	0.335016895588174	0.085663397797361	0.485951035767293	Not significant	Not significant
CNAG_07758	-0.181546589660318	0.335016895588174	-0.29367739872798	0.177307739216499	Not significant	Not significant
CNAG_01937	0.419200269593528	0.335016895588174	-0.291005814916722	0.544104609617104	Not significant	Not significant
CNAG_01070	0.219358407442943	0.335384058963585	0.5403637652845	0.0417351167114813	AMB-LF up only	AMB-LF only
CNAG_02929	-0.101850706988893	0.335384058963585	0.0294672988839251	0.811625631141891	Not significant	Not significant
CNAG_02231	0.115980486574824	0.335477966643935	0.11181895671745	0.411792006343581	Not significant	Not significant
CNAG_05795	-0.107842265331172	0.335639288745382	-0.00657849649835374	0.962910766722954	Not significant	Not significant
CNAG_02514	0.134552918943813	0.335718242855142	0.301860662490136	0.069964176936097	Not significant	Not significant
CNAG_04309	-0.235505117601662	0.335719294468453	-0.341037563581325	0.219974656870681	Not significant	Not significant
CNAG_02416	-0.148393844650986	0.336632558085848	-0.218051293995873	0.218651375427957	Not significant	Not significant
CNAG_04864	-0.131042392871716	0.336764981009638	0.0891024385084488	0.566381448878068	Not significant	Not significant
CNAG_06391	-0.338475637433413	0.336806322887175	-0.589220705211384	0.148448260744564	Not significant	Not significant
CNAG_01656	-0.26711884020382	0.337598807719445	-0.661205250340046	0.0503188337797619	Not significant	Not significant
CNAG_06384	-0.101977093266512	0.337598807719445	-0.159459709187788	0.191930252192025	Not significant	Not significant
CNAG_02826	-0.165400408605373	0.337925595833133	-0.405666744417155	0.0537125364726995	Not significant	Not significant
CNAG_06344	-0.192040544684834	0.338002301671177	-0.471131317876273	0.0551751569004738	Not significant	Not significant
CNAG_07446	0.0987428192841742	0.338587135991141	0.125494036905342	0.283875512043185	Not significant	Not significant
CNAG_01042	0.10961142279649	0.338872778521372	-0.0768891414355301	0.556360956785519	Not significant	Not significant
CNAG_00326	0.119689424818444	0.340688315997215	0.143535579235163	0.311936016120136	Not significant	Not significant
CNAG_00038	-0.116558155340872	0.341458572042709	-0.110429281866707	0.42842503885831	Not significant	Not significant
